,file,adj_freq,noun_freq,adv_freq,verb_freq,person_count,loc_count,org_count
0,1021.b4.txt,479.82,1370.91,403.66,1081.49,11,0,4
1,0105.b4.txt,523.16,1209.26,548.89,1166.38,13,0,4
2,1069.b4.txt,557.38,1254.1,704.92,1172.13,8,0,6
3,2018.b4.txt,409.17,1243.86,368.25,1358.43,9,0,3
4,1528.b4.txt,527.72,1389.45,527.72,1142.28,8,0,3
5,1112.b4.txt,446.14,1344.81,420.65,1210.96,11,0,3
6,1097.b4.txt,557.38,1475.41,465.57,1081.97,11,0,3
7,1057.b4.txt,465.56,1428.57,350.77,1128.83,7,0,2
8,0103.b4.txt,592.26,1336.37,455.58,1138.95,7,0,2
9,0300.b4.txt,451.88,1581.59,334.73,1112.97,11,0,6
10,1520.b4.txt,578.82,1274.63,406.4,966.75,4,0,3
11,0107.b4.txt,652.33,1806.45,243.73,1240.14,10,0,6
12,0139.b4.txt,516.78,1523.49,308.72,1073.83,9,0,7
13,1023.b4.txt,805.63,1253.2,792.84,946.29,9,0,3
14,0308.b4.txt,531.28,1353.9,565.55,1036.85,7,0,1
15,1100.b4.txt,478.3,1514.61,301.15,1062.89,5,0,2
16,0318.b4.txt,374.83,1406.76,351.69,939.38,14,0,3
17,0310.b4.txt,663.21,1522.49,397.92,1107.27,12,0,2
18,1508.b4.txt,488.34,1290.09,313.41,1093.29,12,0,3
19,0158.b4.txt,605.43,1377.87,563.67,1203.9,14,0,1
20,0178.b4.txt,653.49,1532.88,625.25,1089.15,11,0,0
21,0219.b4.txt,483.27,1533.46,418.22,920.07,16,0,2
22,1003.b4.txt,492.58,1572.2,209.18,1153.85,6,0,3
23,0140.b4.txt,395.71,1162.41,469.91,1129.43,10,0,5
24,0165.b4.txt,433.44,1168.73,371.52,998.45,10,0,5
25,0200.b4.txt,704.42,1229.28,718.23,959.94,9,0,2
26,1532.b4.txt,390.17,1192.2,520.23,1148.84,13,0,4
27,2034.b4.txt,632.05,1316.78,361.17,872.84,13,0,5
28,2030.b4.txt,489.17,1306.78,419.29,1160.03,11,0,4
