,file,adj_freq,noun_freq,adv_freq,verb_freq,person_count,loc_count,org_count
0,0176.a1.txt,649.06,1408.14,682.07,1243.12,0,0,1
1,3040.a1.txt,940.17,1168.09,655.27,1737.89,0,0,0
2,2044.a1.txt,556.99,1398.96,595.85,1450.78,1,0,0
3,1102.a1.txt,730.59,1198.63,730.59,1381.28,4,2,1
4,1029.a1.txt,748.22,1342.04,439.43,1330.17,0,0,0
5,0218.a1.txt,714.29,1404.36,447.94,1452.78,0,0,0
6,1043.a1.txt,643.68,1356.32,678.16,1264.37,0,0,0
7,0200.a1.txt,774.58,1261.17,705.06,1320.75,3,1,1
8,1074.a1.txt,702.4,1552.68,674.68,1293.9,0,0,0
9,2047.a1.txt,722.43,1520.91,671.74,1318.12,0,0,0
10,0187.a1.txt,753.25,1298.7,753.25,1428.57,0,0,1
11,1026.a1.txt,629.31,1000.0,456.9,1344.83,0,0,0
12,2012.a1.txt,839.9,1522.31,708.66,1102.36,1,0,3
13,2067.a1.txt,550.46,1192.66,576.67,1376.15,0,0,0
14,2013.a1.txt,676.23,1290.98,891.39,1127.05,1,0,0
15,0194.a1.txt,791.37,1109.97,688.59,1469.68,1,0,1
16,0123.a1.txt,597.2,1245.24,775.1,1359.59,1,0,0
17,1064.a1.txt,762.81,1311.08,798.57,1299.17,0,0,0
18,2037.a1.txt,1070.93,1599.44,598.05,1182.2,0,0,0
19,0204.a1.txt,611.25,1466.99,513.45,1112.47,1,0,1
20,0214.a1.txt,584.73,1169.45,823.39,1264.92,1,0,0
21,2074.a1.txt,865.14,1412.21,903.31,979.64,2,0,4
22,1054.a1.txt,544.07,1566.92,489.66,1479.87,0,0,1
23,2039.a1.txt,689.66,1343.64,665.87,1486.33,0,0,0
24,2066.a1.txt,1001.28,1412.07,731.71,1347.88,0,0,0
25,0125.a1.txt,844.08,1828.84,586.17,1113.72,0,1,0
26,2000.a1.txt,727.61,1473.88,522.39,970.15,0,0,0
27,0195.a1.txt,639.61,1254.61,578.11,1500.62,0,0,0
28,1031.a1.txt,597.2,1169.0,584.5,1410.42,0,0,1
29,0134.a1.txt,726.39,1355.93,1162.23,1246.97,0,0,0
30,2018.a1.txt,528.68,1349.83,449.94,1664.79,0,0,0
31,3041.a1.txt,718.56,1077.84,389.22,1287.43,0,0,0
32,1060.a1.txt,515.92,823.27,680.57,1383.1,6,0,0
33,1066.a1.txt,588.91,1351.04,600.46,1224.02,1,0,0
34,2022.a1.txt,697.67,1162.79,604.65,1581.4,0,0,1
35,0188.a1.txt,648.71,1138.31,673.19,1297.43,1,0,2
36,2017.a1.txt,677.75,1687.98,524.3,1138.11,0,0,0
37,0236.a1.txt,583.45,1099.05,637.72,1506.11,0,0,0
38,2027.a1.txt,754.94,1498.26,673.64,1207.9,5,0,1
39,1027.a1.txt,635.91,1433.92,324.19,1458.85,3,0,0
40,0167.a1.txt,634.25,1268.5,940.8,1173.36,1,0,2
41,1106.a1.txt,603.07,1611.84,603.07,1085.53,1,0,0
