,file,adj_freq,noun_freq,adv_freq,verb_freq,person_count,loc_count,org_count
0,0192.a3.txt,560.75,1522.03,240.32,1281.71,1,0,0
1,4048.a3.txt,702.21,2041.61,637.19,1014.3,1,1,1
2,4026.a3.txt,889.77,2656.04,345.29,1062.42,0,1,0
3,0208.a3.txt,460.99,1938.53,768.32,1241.13,0,0,0
4,2058.a3.txt,603.07,1929.82,614.04,1096.49,3,0,2
5,0214.a3.txt,862.28,1712.57,550.9,970.06,5,0,3
6,0169.a3.txt,612.98,2163.46,444.71,1045.67,2,0,4
7,1094.a3.txt,610.97,1870.32,486.28,1296.76,1,0,0
8,4047.a3.txt,670.04,1592.92,783.82,1264.22,1,0,0
9,5007.a3.txt,705.52,1891.62,449.9,971.37,5,0,4
10,1072.a3.txt,755.94,2181.43,507.56,1004.32,0,0,0
11,2042.a3.txt,638.85,1760.1,612.78,1225.55,2,0,0
12,0134.a3.txt,1002.42,2077.29,591.79,978.26,0,0,0
13,2024.a3.txt,581.14,1765.35,515.35,1250.0,0,0,0
14,1106.a3.txt,625.0,1928.19,412.23,1183.51,2,0,1
15,0227.a3.txt,724.04,1912.57,491.8,1092.9,1,0,1
16,3063.a3.txt,574.44,2098.48,633.06,1078.55,1,0,1
17,1017.a3.txt,738.64,1965.91,579.55,1284.09,0,0,0
18,0110.a3.txt,675.84,2015.02,500.63,1251.56,2,0,0
19,2074.a3.txt,752.55,1964.29,522.96,1096.94,4,1,4
20,0175.a3.txt,558.38,1903.55,380.71,1180.2,1,0,0
21,1032.a3.txt,788.24,1541.18,682.35,1305.88,0,0,0
22,0221.a3.txt,582.39,1917.61,326.7,1278.41,0,0,0
23,2061.a3.txt,656.85,2061.16,554.93,1200.45,3,0,0
24,0173.a3.txt,547.75,2148.88,519.66,1207.87,1,0,1
25,2045.a3.txt,716.93,1891.22,457.35,1112.48,3,0,2
26,2050.a3.txt,777.64,2260.02,364.52,1032.81,2,0,1
27,1074.a3.txt,696.06,1937.35,452.44,1160.09,0,0,0
28,0101.a3.txt,734.46,1977.4,451.98,1096.05,1,0,2
29,2020.a3.txt,909.09,2003.08,616.33,1078.58,0,0,1
30,3001.a3.txt,623.44,1995.01,411.47,1259.35,0,0,0
31,1112.a3.txt,648.71,1738.07,538.56,1297.43,1,0,0
32,1095.a3.txt,569.01,1997.58,399.52,1101.69,4,0,3
33,1043.a3.txt,703.03,1818.18,642.42,1054.55,5,0,2
34,2048.a3.txt,718.75,2083.33,322.92,979.17,5,0,3
35,2067.a3.txt,622.52,1880.79,344.37,1245.03,1,0,0
36,2047.a3.txt,878.71,2042.08,482.67,1163.37,0,0,0
37,2059.a3.txt,753.77,2110.55,376.88,1105.53,7,0,7
38,5035.a3.txt,946.24,2075.27,698.92,935.48,3,0,2
39,4039.a3.txt,667.56,1708.95,627.5,1308.41,0,0,0
40,0237.a3.txt,855.68,2273.31,357.6,970.63,0,0,1
41,0198.a3.txt,475.62,1843.04,487.51,1034.48,2,1,0
42,4010.a3.txt,737.79,1515.45,628.12,1256.23,2,0,0
43,1100.a3.txt,757.38,2207.96,436.46,1052.63,0,0,0
44,5016.a3.txt,667.56,1642.19,640.85,1001.34,3,0,2
45,2065.a3.txt,453.12,2031.25,453.12,1203.12,0,0,5
46,0202.a3.txt,947.18,1985.43,418.94,1165.76,0,0,0
47,2036.a3.txt,513.97,1675.98,614.53,1117.32,2,0,1
48,4004.a3.txt,586.03,2007.48,486.28,1259.35,2,0,0
49,4028.a3.txt,593.79,1403.51,715.25,1363.02,0,0,0
