,file,adj_freq,noun_freq,adv_freq,verb_freq,person_count,loc_count,org_count
0,3523.b2.txt,694.57,2279.61,329.47,1175.42,2,0,7
1,1541.b2.txt,897.57,2006.34,601.9,876.45,2,0,1
2,1528.b2.txt,827.34,1699.64,287.77,1052.16,6,0,0
3,1532.b2.txt,913.28,1476.01,507.38,987.08,11,1,6
4,3501.b2.txt,613.56,1700.75,269.11,904.2,5,0,10
5,1104.b2i.txt,552.27,1863.91,473.37,1074.95,2,0,1
6,1006.b2.txt,638.98,1810.44,447.28,1011.71,0,0,2
7,3508.b2.txt,838.82,2039.47,345.39,1085.53,4,0,1
8,0140.b2.txt,595.96,1969.7,515.15,1000.0,4,0,2
9,3511.b2.txt,576.4,1930.47,402.56,1116.19,4,0,5
10,1057.b2.txt,710.51,1783.82,491.31,1126.23,1,0,2
11,3504.b2.txt,671.14,2061.36,325.98,1083.41,7,0,2
12,0300.b2.txt,824.28,1739.13,371.38,1322.46,2,0,3
13,3506.b2.txt,588.24,1808.28,413.94,1067.54,3,0,1
14,3503.b2.txt,764.84,2111.87,353.88,947.49,4,1,6
15,3013.b2.txt,687.58,1580.22,398.07,1001.21,7,0,9
16,2070.b2.txt,731.95,1641.94,494.56,1186.94,6,0,3
17,0103.b2.txt,566.04,2075.47,377.36,1096.14,3,0,1
18,3507.b2.txt,950.79,1676.4,366.97,984.15,3,0,2
19,0134.b2.txt,1192.5,1720.61,630.32,928.45,3,0,1
20,3520.b2.txt,686.9,1996.81,351.44,1078.27,4,0,4
21,1003.b2.txt,801.58,1800.26,381.08,1208.94,7,0,2
22,3505.b2.txt,750.0,1869.57,423.91,1184.78,5,0,1
23,1508.b2.txt,604.03,1447.75,316.4,1351.87,4,0,2
24,4012.b2.txt,643.27,1968.81,467.84,1072.12,0,0,0
25,2070.b2i.txt,729.78,1637.08,493.1,1183.43,7,0,3
26,2030.b2.txt,598.8,1568.86,562.87,1377.25,0,0,0
27,2012.b2.txt,761.7,1828.07,217.63,892.27,2,0,1
28,1100.b2.txt,741.6,1506.37,463.5,1066.05,4,0,1
29,3518.b2.txt,572.01,1287.03,316.65,1287.03,8,1,8
30,4036.b2.txt,771.35,1689.62,440.77,982.55,10,2,8
31,1112.b2.txt,587.3,1873.02,349.21,928.57,17,0,3
32,1097.b2.txt,685.24,1762.05,527.11,1001.51,4,0,2
33,2034.b2.txt,535.17,1773.7,519.88,1055.05,4,0,3
34,1520.b2.txt,617.7,1744.57,425.71,1202.0,5,0,3
35,0165.b2.txt,759.61,1912.42,303.84,1018.77,1,0,0
36,1021.b2.txt,639.64,1981.98,351.35,1036.04,6,0,3
37,4038.b2.txt,527.98,1964.1,506.86,1341.08,2,0,2
38,1104.b2.txt,552.27,1863.91,473.37,1074.95,2,0,1
39,2066.b2.txt,912.6,2120.82,501.29,1169.67,3,0,3
40,3522.b2.txt,797.47,1936.71,544.3,1063.29,5,0,0
41,2032.b2.txt,769.23,1937.87,369.82,1065.09,2,0,4
42,1006.b2i.txt,638.98,1810.44,447.28,1011.71,0,0,2
43,3020.b2.txt,552.81,1796.64,256.66,1095.76,2,0,2
44,2028.b2i.txt,797.69,1872.83,358.38,1283.24,2,0,0
45,0310.b2.txt,510.73,2308.48,449.44,949.95,5,0,1
46,0139.b2.txt,902.09,1540.15,473.05,1243.12,2,0,2
47,0313.b2.txt,877.06,1511.35,477.68,1041.5,6,1,4
48,3519.b2.txt,668.5,1648.35,384.62,1208.79,5,0,0
49,0308.b2.txt,913.58,1563.79,641.98,1012.35,1,0,4
50,2019.b2.txt,806.85,1638.14,562.35,1173.59,1,0,1
51,0200.b2.txt,1028.57,1761.9,600.0,1142.86,2,0,11
52,1023.b2.txt,708.57,1508.57,480.0,948.57,5,1,5
53,1533.b2.txt,713.76,1795.44,301.69,1206.77,7,0,4
54,3525.b2.txt,820.63,1805.39,410.32,1113.72,5,0,5
55,3509.b2.txt,786.52,1910.11,510.73,1011.24,3,0,3
56,2028.b2.txt,807.02,1894.74,362.57,1298.25,2,0,0
