,file,adj_freq,noun_freq,adv_freq,verb_freq,person_count,loc_count,org_count
0,0158.b6.txt,749.71,1522.49,657.44,1257.21,2,0,0
1,0198.b6.txt,727.8,1542.94,451.24,1193.6,3,0,0
2,0107.b6.txt,881.23,1736.91,408.68,1213.28,1,0,1
3,0157.b6.txt,704.42,1215.47,635.36,1395.03,2,0,0
4,0185.b6.txt,747.13,1609.2,416.67,1307.47,2,0,0
5,0178.b6.txt,897.57,1752.9,559.66,1119.32,1,0,2
6,0318.b6.txt,852.94,1754.9,450.98,980.39,5,0,2
7,0223.b6.txt,684.93,1706.1,635.12,1207.97,2,0,0
8,0151.b6.txt,676.69,1516.29,563.91,1328.32,3,0,0
9,0137.b6.txt,907.88,1749.0,534.05,1255.01,1,0,0
10,0219.b6.txt,516.04,1687.59,376.57,1311.02,1,0,0
11,0238.b6.txt,805.15,1384.86,418.68,1417.07,2,0,0
